tshirt,positive_pant,detailed,medium,low,empty,dif
142718540,154221758,"An image of a grey wool mini pencil skirt featuring a wrap front and exposed front zipper, slim form-fitting silhouette","Generate an image of a grey wrap-front mini pencil skirt, pencil fit",Generate an image of a mini pencil skirt, ,"A photo of a Skirt, on white background, high quality."
69810160,78091122,"An image of a burnt orange lightweight chiffon high-low flowy maxi skirt featuring an asymmetrical hemline, floor-length back, knee-length front, soft drape, and fitted waistband",Generate an image of a burnt orange flowy high-low maxi skirt with an airy A-line fit,Generate an image of a high-low maxi skirt, ,"A photo of a Skirt, on white background, high quality."
180556187,181375175,"An image of black high-waisted wide-leg palazzo pants made from flowy woven fabric, featuring a structured high-rise waistband, graceful floor-grazing drape, and relaxed yet elegant silhouette",Generate an image of high-waisted wide-leg palazzo pants in black,Generate an image of palazzo pants, ,"A photo of a Palazzo Pants, on white background, high quality."
141422294,135353565,"An image of a white sleeveless cotton shift dress with a relaxed straight fit, featuring a simple crew neckline and knee-length hem",Generate an image of a white shift dress with a loose straight fit,Generate an image of a shift dress, ,"A photo of a Dress, on white background, high quality."
141422294,135353565,"An image of a white sleeveless cotton shift dress with a relaxed straight fit, featuring a simple crew neckline and knee-length hem",Generate an image of a white shift dress with a loose straight fit,Generate an image of a shift dress, ,"A photo of a Shift Dress, on white background, high quality."
202096005,204121597,"An image of navy and white vertically striped wide-leg culotte pants featuring a self-tie waist, lightweight woven fabric, relaxed flowy fit, and cropped mid-calf length",Generate an image of navy striped wide-leg culotte pants with a tie waist,Generate an image of striped culotte pants, ,"A photo of a Culotte Pants, on white background, high quality."
132210422,138738357,"An image of high-waisted distressed blue denim cutoff shorts with frayed hems, five-pocket styling, and a fitted silhouette",Generate an image of high-waisted distressed denim shorts,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
125587349,136487099,"An image of light wash distressed denim cutoff shorts made from mid-weight cotton denim, mid-rise relaxed fit, featuring frayed raw hems, whiskering, classic five-pocket styling, and heavy distressing",Generate an image of light wash distressed denim cutoff shorts in a relaxed fit,Generate an image of denim cutoff shorts, ,"A photo of a Shorts, on white background, high quality."
144444467,174098513,"An image of blue denim culotte jeans with a wide-leg fit, cropped mid-calf length, high-rise waist, classic five-pocket styling, and sturdy cotton fabric",Generate an image of blue wide-leg culotte jeans,Generate an image of culotte jeans, ,"A photo of a Jeans, on white background, high quality."
117574676,95394213,An image of  slim-fit dark-wash cotton denim jeans featuring classic five-pocket styling and cuffed hems,Generate an image of slim-fit dark-wash jeans with cuffed hems,Generate an image of cuffed jeans, ,"A photo of a Jeans, on white background, high quality."
92655303,74729984,"An image of black stretch-denim skinny jeans in a slim fit, featuring a mid-rise waist, classic five-pocket design, belt loops, and a button fly",Generate an image of black slim-fit skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
216160273,211087659,"An image of a white denim mini skirt with a raw, frayed hem, slim fit, and high-rise waist",Generate an image of a white slim-fit denim mini skirt with a raw hem,Generate an image of a denim mini skirt, ,"A photo of a Skirt, on white background, high quality."
129524367,146311588,"An image of a  pencil skirt in a bold colorblock pattern featuring black, white, and orange panels, crafted from stretch fabric with a slim knee-length fit and a clean waistband","Generate an image of a fitted colorblock pencil skirt in black, white, and orange",Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
19774761,181156496,An image of  black cotton corduroy skinny-fit jeans featuring a classic five-pocket design and belt loops,Generate an image of black skinny corduroy jeans,Generate an image of corduroy jeans, ,"A photo of a Jeans, on white background, high quality."
145969558,144518140,"An image of a multicolor plaid A-line mini skirt embellished with shimmering sequins, fitted at the waist and flaring gently to a short hem",Generate an image of a multicolor sequin A-line mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
60461610,79694954,"An image of coral jacquard-patterned high-waist  shorts with a fitted silhouette, highlighting the textured woven fabric",Generate an image of coral high-waist  shorts,Generate an image of  shorts, ,"A photo of a Shorts, on white background, high quality."
53378264,54872457,"An image of a mint green sleeveless pleated drop-waist dress in a lightweight flowing fabric, fitted through the bodice and relaxed at the hips",Generate an image of a mint green drop-waist dress,Generate an image of a pleated dress, ,"A photo of a Dress, on white background, high quality."
101569459,84502971,An image of black high-waisted distressed denim shorts crafted from sturdy denim with a fitted high-rise waist and frayed distressed details,Generate an image of high-waisted distressed denim shorts in black,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
115738196,106116182,"An image of  high-waist white denim skinny jeans with a figure-hugging fit, classic five-pocket styling, metal rivets, and ankle-length hem",Generate an image of  high-waist skinny jeans in white,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
120986308,122360691,"An image of black high-waisted skinny stretch pants , crafted from a stretchy cotton-blend fabric, showcasing a sleek form-fitting silhouette and smooth clean finish",Generate an image of black high-waisted skinny pants,Generate an image of skinny pants, ,"A photo of a Skinny Pants, on white background, high quality."
120986308,122360691,"An image of black high-waisted skinny stretch pants , crafted from a stretchy cotton-blend fabric, showcasing a sleek form-fitting silhouette and smooth clean finish",Generate an image of black high-waisted skinny pants,Generate an image of skinny pants, ,"A photo of a Stretch Pants, on white background, high quality."
97844121,114203905,"An image of blue stretch denim skinny jeans with a form-fitting silhouette, crafted from stretchy indigo denim, featuring classic five-pocket construction, belt loops, and a button-zip fly",Generate an image of blue skinny-fit stretch denim jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
74368907,102203301,"An image of light-wash distressed skinny denim jeans featuring a form-fitting silhouette, five-pocket styling, and frayed rip details",Generate an image of light-wash skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
67255485,90197876,"An image of a burgundy leather pencil skirt with a slim fitted knee-length silhouette, high waist, smooth finish, and a subtle back slit",Generate an image of a burgundy fitted leather pencil skirt,Generate an image of a leather pencil skirt, ,"A photo of a Skirt, on white background, high quality."
75743066,93225939,An image of a black and beige leather bandage bodycon mini skirt with color-blocked panels and a curve-hugging fit,Generate an image of a black and beige leather bodycon mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
73558816,67751548,"An image of a dark green plaid skater skirt in woven cotton fabric, flared A-line fit, mid-thigh length, featuring belt loops and a matching belt",Generate an image of a dark green flared skater skirt with belt,Generate an image of a skater skirt, ,"A photo of a Skirt, on white background, high quality."
65584283,89540623,"An image of a black plaid tweed mini skirt with a fitted high waist, subtle A-line silhouette, and intricate gold sequin floral embellishments",Generate an image of a black plaid tweed mini skirt,Generate an image of a plaid mini skirt, ,"A photo of a Skirt, on white background, high quality."
113397368,126771321,"An image of a white cotton midi wrap skirt with an asymmetrical hemline, fitted waist, side tie closure, and flowing A-line silhouette",Generate an image of a white asymmetrical midi wrap skirt,Generate an image of a wrap skirt, ,"A photo of a Skirt, on white background, high quality."
148295945,144159254,"An image of a black high-waist stretch pencil skirt made from stretchy fabric, featuring a sleek body-hugging fit, knee-length cut, and a concealed back slit",Generate an image of a black high-waist stretch pencil skirt with a slim fit,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
126404917,1093169,"An image of burgundy velvet straight-leg jeans with a mid-rise waist, classic five-pocket design, button fly, and tonal stitching",Generate an image of burgundy velvet straight-leg jeans,Generate an image of straight-leg jeans, ,"A photo of a Jeans, on white background, high quality."
149205437,148821778,An image of blue distressed skinny-fit ripped denim jeans with frayed holes and a classic five-pocket design,Generate an image of blue skinny distressed jeans,Generate an image of ripped jeans, ,"A photo of a Jeans, on white background, high quality."
205446245,193956974,"An image of high-waisted blue cotton denim shorts in a slim fit, featuring embroidered floral patches and a frayed hem","Generate an image of blue high-waisted denim shorts, slim fit with frayed hem",Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
143938614,145721022,"An image of a grey laser-cut wool A-line skirt, mid-length with a gently flared silhouette and intricate cut-out detailing along the hem",Generate an image of a grey wool A-line skirt,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
184388930,189152813,"An image of gray wool tweed high-waisted pleated tapered trousers, tailored fit with a high-rise waistband and front pleats",Generate an image of gray tapered pleated trousers,Generate an image of tapered trousers, ,"A photo of a Trousers, on white background, high quality."
161207221,146417575,"An image of light-wash distressed boyfriend jeans in cotton denim with a relaxed boyfriend fit, ripped details, and classic five-pocket styling",Generate an image of light-wash boyfriend jeans with a relaxed fit,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
148351994,153807671,"An image of a cream and pink plaid tweed mini skirt with a fitted high-waist cut, subtle fringed hem, and textured weave",Generate an image of a fitted cream-pink plaid tweed mini skirt,Generate an image of a plaid mini skirt, ,"A photo of a Skirt, on white background, high quality."
208735043,211874867,"An image of a brown suede button-front A-line mini skirt with a fitted high waist, slight flare, and smooth soft texture",Generate an image of a brown A-line mini skirt with button front,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
160034794,156537008,"An image of a black and white striped wrap bodycon mini pencil skirt in stretchy knit fabric, high-waisted and form-fitting with a diagonal wrap front",Generate an image of a fitted black and white striped mini pencil skirt,Generate an image of a striped pencil skirt, ,"A photo of a Skirt, on white background, high quality."
179908818,185341403,"An image of black fleece-lined stretch leggings with a high-rise elastic waistband, slim body-hugging fit, and full-length legs",Generate an image of black slim-fit fleece-lined leggings,Generate an image of black leggings, ,"A photo of a Leggings, on white background, high quality."
208154631,195560497,"Generate an image of a black-and-white striped pleated midi skirt made of lightweight woven fabric, high-waisted with an A-line fit and crisp knife pleats that fall to mid-calf length",Generate an image of a black and white pleated midi skirt with an A-line fit,Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
209378149,209521954,"An image of tailored shorts in vibrant green hydrangea floral print, crafted from lightweight cotton twill, featuring a fitted mid-rise waistband, clean front closure, subtle pleats, and neatly finished hems",Generate an image of green hydrangea floral tailored shorts with a fitted cut,Generate an image of tailored floral shorts, ,"A photo of a Shorts, on white background, high quality."
92730730,124978658,"An image of black leather skinny jeans featuring a mid-rise waist, classic five-pocket styling, belt loops, and a sleek body-hugging fit",Generate an image of black skinny leather jeans with a slim fitted silhouette,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
201537775,175302027,An image of a white cotton-blend pleated midi skirt with a high waist and an Eiffel Tower print,Generate an image of a white high-waisted pleated midi skirt,Generate an image of a midi skirt, ,"A photo of a Skirt, on white background, high quality."
145191122,162809377,"An image of a hot pink ponte knit pencil skirt featuring a high waist, stretchy medium-weight fabric, figure-hugging slim fit, knee-length cut, and clean tailored seams",Generate an image of a hot pink high-waisted pencil skirt with a slim fit,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
73498085,86246377,"Generate an image of a red-and-white striped linen mini skirt with crisp pleats, a fitted high-rise waistband, and a playful above-the-knee length",Generate an image of a red-and-white striped pleated mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
213659699,217708753,"An image of light wash distressed denim mom jeans with a high-rise waist, relaxed tapered fit, classic five-pocket styling and frayed distressing",Generate an image of light wash high-rise mom jeans in a relaxed tapered fit,Generate an image of mom jeans, ,"A photo of a Jeans, on white background, high quality."
162494374,92602171,"An image of blue high-waisted cuffed denim shorts made from sturdy denim, featuring a fitted waist, rolled cuffs, and classic five-pocket styling",Generate an image of blue high-waisted cuffed denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
188372246,156365039,"An image of silver sequin disco pants featuring shimmering sequin fabric, a wide-leg silhouette, high waist, and fluid drape",Generate an image of silver wide-leg disco pants,Generate an image of disco pants, ,"A photo of a Pants, on white background, high quality."
113706817,111475528,"An image of  dark-wash distressed cutoff denim shorts made from sturdy cotton denim, mid-rise fitted silhouette, frayed raw hems, classic five-pocket styling",Generate an image of fitted dark-wash denim cutoff shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
65739552,15626240,An image of light-wash high-waisted denim shorts with cuffed hems and classic 5-pocket styling,Generate an image of light-wash high-waisted cuffed denim shorts,Generate an image of cuffed denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
151412501,93817018,"An image of burgundy corduroy high-waisted shorts featuring a fitted high-rise waistband, soft ridged texture, and a tailored mid-thigh silhouette",Generate an image of burgundy high-waisted corduroy shorts,Generate an image of corduroy shorts, ,"A photo of a Shorts, on white background, high quality."
147835201,159919899,"Generate an image of a gray satin slip dress with slender spaghetti straps, a fluid bias-cut silhouette, and a softly draped slim fit",Generate an image of a gray satin slip dress with a relaxed drape,Generate an image of a slip dress, ,"A photo of a Slip Dress, on white background, high quality."
148604418,140684089,"An image of a red plaid wool A-line mini skirt with a fitted waist, flared silhouette, and mini length",Generate an image of a red A-line mini skirt in wool,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
53815285,51149424,"An image of  tailored high-waist summer shorts in lightweight cotton, featuring a vibrant all-over floral print, slim fit through the hips, clean front with concealed side zipper, and neatly hemmed cuffs",Generate an image of  tailored high-waist floral shorts,Generate an image of floral shorts, ,"A photo of a Shorts, on white background, high quality."
211216458,207258676,"An image of light-wash denim boyfriend jeans with a relaxed fit, ripped distressing, and classic five-pocket styling",Generate an image of relaxed-fit ripped boyfriend jeans,Generate an image of boyfriend jeans, ,"A photo of a Jeans, on white background, high quality."
61948600,57946193,"An image of  black leather tailored shorts in supple smooth leather, mid-rise waist, slim tailored fit, clean front pleats, concealed zip fly, and belt loops",Generate an image of black tailored leather shorts with a slim fit,Generate an image of leather shorts, ,"A photo of a Shorts, on white background, high quality."
11308997,10355877,"An image of black high-waisted tailored shorts made from crisp woven fabric, featuring front pleats, cuffed hems, and a structured fit",Generate an image of black high-waisted tailored shorts,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
79997723,77055504,"Generate an image of a beige and black chevron-striped knit maxi skirt with a soft ribbed texture, ankle-length flowy silhouette, and gently flared fit",Generate an image of a knit maxi skirt with a flowy fit in beige and black chevron stripes,Generate an image of a maxi skirt, ,"A photo of a Skirt, on white background, high quality."
120401785,108491232,"An image of  blue high-waisted distressed denim shorts made from rugged denim, featuring frayed hems and a slim fit",Generate an image of blue high-waisted distressed denim shorts,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
173627543,173806676,An image of light wash cotton denim high-waisted cutoff shorts with a fitted silhouette and frayed hems,Generate an image of light wash high-waisted denim shorts with frayed hems,Generate an image of denim shorts, ,"A photo of a Shorts, on white background, high quality."
117574676,150746551,"An image of  high-waisted distressed blue skinny jeans made of stretch denim, featuring ripped knees, five-pocket styling, and a snug streamlined fit",Generate an image of blue high-waisted skinny jeans with distressed details,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
82271116,84450233,"An image of a black leather mini skirt with a high-waisted, slim-fit silhouette and subtle panel seaming",Generate an image of a black fitted leather mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
70360455,114499573,"An image of dark wash slim-fit denim jeans crafted from sturdy cotton denim, featuring a mid-rise waist, classic five-pocket styling, and subtle whiskering",Generate an image of slim-fit denim jeans in a dark wash,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
87608950,87502955,"An image of a yellow pleated chiffon maxi skirt made from sheer lightweight fabric, full-length with a flowing fit",Generate an image of a yellow pleated maxi skirt with a loose silhouette,Generate an image of a maxi skirt, ,"A photo of a Skirt, on white background, high quality."
140035388,142007685,An image of light wash blue denim skinny jeans with ripped knees and classic five-pocket styling,Generate an image of light wash skinny jeans with ripped knees,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
207586060,207560000,"An image of a 60s-inspired A-line mini skirt in vibrant pink and orange with a retro floral print, made from lightweight cotton fabric, featuring a high waist and gentle flared fit",Generate an image of a pink-orange floral A-line mini skirt with a 60s retro look,Generate an image of an A-line mini skirt, ,"A photo of a Skirt, on white background, high quality."
212090036,198491256,"An image of a yellow suede mini skirt featuring tiered ruffle layers, a fitted waist, and a playful flared silhouette",Generate an image of a yellow tiered ruffle mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
175714263,112002063,"An image of high-waisted dark indigo denim jean shorts made from sturdy cotton, fitted at the waist with classic five-pocket styling and rolled cuffed hems",Generate an image of high-waisted dark denim cuffed jean shorts,Generate an image of denim shorts, ,"A photo of a Jean Shorts, on white background, high quality."
190479176,197927670,An image of white cotton high-waist tailored pleated shorts with crisp front pleats,Generate an image of white high-waist tailored shorts,Generate an image of pleated shorts, ,"A photo of a Shorts, on white background, high quality."
112873688,139111576,"An image of black high-waisted sailor shorts made from cotton twill, tailored fit, featuring a front panel with shiny gold buttons and clean welt pockets",Generate an image of black high-waisted sailor shorts with gold buttons,Generate an image of sailor shorts, ,"A photo of a Sailor Shorts, on white background, high quality."
100758559,83314341,An image of white high-waisted tailored linen shorts with crisp pleats and a clean waistband,Generate an image of high-waisted tailored linen shorts,Generate an image of high-waisted shorts, ,"A photo of a Shorts, on white background, high quality."
183815316,187006809,"An image of black high-waisted skinny denim jeans with a sleek, figure-hugging fit, slight stretch, classic five-pocket styling, and a button-zip closure",Generate an image of black high-rise skinny jeans with a form-fitting cut,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
106099450,129563127,"An image of light-wash cotton denim skinny jeans with a snug fit, featuring heavy distressing, ripped knees, subtle whiskering, classic five-pocket styling, belt loops, and a button fly",Generate an image of light wash distressed skinny-fit jeans,Generate an image of distressed skinny jeans, ,"A photo of a Jeans, on white background, high quality."
196396138,130668303,"An image of a mint green pleated tulle midi skirt with a high-waisted fit, layered sheer fabric, and a flowy A-line silhouette",Generate an image of a mint green pleated midi skirt with a flowy A-line fit,Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
143102917,133327131,"Generate an image of a yellow high-waisted pleated skater skirt crafted from lightweight polyester blend fabric, featuring a flared A-line fit and crisp box pleats",Generate an image of a yellow high-waisted pleated skater skirt with a flared fit,Generate an image of a pleated skater skirt, ,"A photo of a Skirt, on white background, high quality."
201534333,192399016,An image of dark wash denim straight-leg cropped jeans with cuffed hems,Generate an image of dark wash straight-leg cropped jeans,Generate an image of cropped jeans, ,"A photo of a Jeans, on white background, high quality."
179869432,177123896,"An image of a pastel floral chiffon maxi skirt with a high-waisted, floor-length, flowy silhouette and delicate drape",Generate an image of a flowy chiffon maxi skirt in a pastel floral print,Generate an image of a floral maxi skirt, ,"A photo of a Skirt, on white background, high quality."
209898642,158230687,"An image of a black windowpane plaid A-line mini skirt crafted from wool-blend fabric, featuring a fitted waistband, subtle pleats, and a concealed back zipper",Generate an image of a black A-line mini skirt with windowpane plaid,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
136205879,147513236,"Generate an image of  camel high-waist balloon trousers in a lightweight woven fabric, relaxed balloon fit with neatly cuffed hems",Generate an image of camel high-waist balloon trousers with cuffed hems,Generate an image of balloon trousers, ,"A photo of a Trousers, on white background, high quality."
175824129,107768450,An image of white stretch denim skinny jeans featuring a mid-rise waist and classic five-pocket styling,Generate an image of white skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
206268932,206269007,An image of light and dark blue wave patchwork high-waist denim shorts in a regular fit with a five-pocket style and frayed hem,Generate an image of high-waist denim shorts with wave patchwork,Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
145519541,148303388,"An image of  blue denim jeans featuring a slim fit, classic five-pocket styling, and colorful embroidered patches",Generate an image of slim-fit blue denim jeans,Generate an image of jeans, ,"A photo of a Jeans, on white background, high quality."
190177749,190757275,"An image of grey cotton-blend denim skinny jeans with a distressed wash and ripped knees, five-pocket styling, mid-rise waist, and a form-fitting silhouette",Generate an image of grey skinny jeans with ripped distressed details,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
126939558,134293639,"An image of a white high-waisted A-line skirt made of crisp cotton, featuring a flared fit and oversized black polka-dot print throughout",Generate an image of a high-waisted A-line skirt with large black polka dots,Generate an image of an A-line skirt, ,"A photo of a Skirt, on white background, high quality."
65068770,72315205,"An image of a black stretch-knit bodycon mini skirt featuring a flared peplum waist, form-fitting silhouette, and concealed back zipper",Generate an image of a black bodycon peplum mini skirt,Generate an image of a peplum mini skirt, ,"A photo of a Skirt, on white background, high quality."
203215884,197390489,"An image of beige high-waisted dress shorts in a lightweight woven fabric, tailored fit, finished with a delicate scalloped lace hem",Generate an image of beige high-waisted dress shorts with a scalloped lace hem,Generate an image of dress shorts, ,"A photo of a Dress Shorts, on white background, high quality."
67634459,63424555,"Generate an image of  high-waisted cuffed denim shorts in medium-blue cotton denim, slim fit at the waist and hips, featuring rolled cuffs, five-pocket styling, belt loops, and a metal button fly","Generate an image of high-waisted denim shorts with cuffed hems, slim fit",Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
20164908,131016408,"An image of rust orange high-waist tapered trousers in lightweight cotton, featuring vertical stripes and a slim ankle-length fit",Generate an image of rust orange tapered trousers with vertical stripes,Generate an image of tapered trousers, ,"A photo of a Trousers, on white background, high quality."
163140897,142176735,An image of a black ribbed knit midi pencil skirt with a front zip closure and slim pencil fit,Generate an image of a black midi pencil skirt with a slim fit,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
144086220,167321576,"An image of a black spaghetti-strap v-neck romper made from lightweight woven fabric, featuring a drawstring waist and a relaxed fit",Generate an image of a black relaxed-fit romper with spaghetti straps and a v-neck,Generate an image of a black romper, ,"A photo of a Romper, on white background, high quality."
220691265,215871803,"An image of light wash slim fit denim jeans made from sturdy denim, featuring cuffed hems, classic five-pocket styling, and belt loops",Generate an image of slim fit cuffed denim jeans in a light wash,Generate an image of denim jeans, ,"A photo of a Jeans, on white background, high quality."
98337970,73862687,"An image of an emerald green baroque mini skirt in rich jacquard fabric, featuring a high-waisted fitted silhouette and ornate textured pattern",Generate an image of an emerald jacquard fitted mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
159586900,217990337,"Generate an image of a champagne satin pleated midi skirt with an A-line fit, high waist, and fine knife pleats",Generate an image of a champagne satin midi skirt with an A-line fit,Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
154320713,160842152,"An image of grey distressed ripped skinny jeans made of stretch denim, featuring frayed holes, subtle fading, five-pocket styling, and a mid-rise, figure-hugging skinny fit","Generate an image of grey skinny jeans with ripped, distressed detailing and a tight fit",Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
185957022,149183327,"An image of a  multicolor colorblock patchwork A-line mini skirt crafted from mid-weight cotton-blend fabric, featuring a high fitted waistband, flared A-line silhouette, and mini-length hem",Generate an image of a  colorblock A-line mini skirt,Generate an image of an A-line mini skirt, ,"A photo of a Skirt, on white background, high quality."
124251739,123802061,"An image of a black-and-white houndstooth tweed mini skirt with an asymmetrical hem, fitted silhouette, and sharp tailored detailing",Generate an image of a houndstooth tweed asymmetrical mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
115328268,179445814,"An image of high-waisted cuffed blue denim mom shorts in rigid cotton denim, relaxed vintage fit with rolled cuffs and classic five-pocket detailing",Generate an image of high-waisted blue denim mom shorts with a relaxed fit,Generate an image of mom shorts, ,"A photo of a Mom Shorts, on white background, high quality."
176303724,195189411,"An image of a white high-waisted stretch midi pencil skirt with a body-hugging fit, smooth elastic fabric, and a mid-calf hemline",Generate an image of a white high-waisted midi pencil skirt with a slim stretch fit,Generate an image of a pencil skirt, ,"A photo of a Skirt, on white background, high quality."
204565421,201987660,"An image of a white eyelet lace tiered mini skirt with a flared silhouette, crafted from delicate cotton eyelet lace fabric and featuring layered tiers and scalloped hems",Generate an image of a white tiered mini skirt with a flared fit,Generate an image of a tiered mini skirt, ,"A photo of a Skirt, on white background, high quality."
105061755,103625021,"An image of a white floral print pleated mini skirt in lightweight woven fabric, featuring crisp knife pleats, a high-waisted fit, and a flirty mini-length hem",Generate an image of a white floral pleated mini skirt with a high-waisted fit,Generate an image of a pleated mini skirt, ,"A photo of a Skirt, on white background, high quality."
88251591,95282874,"An image of Levi’s classic straight-leg denim jeans in assorted blue washes, crafted from sturdy cotton denim, mid-rise fit with five-pocket styling, zip fly, and signature leather patch at the back waistband",Generate an image of classic straight-leg denim jeans in assorted blue washes with a mid-rise fit,Generate an image of straight-leg denim jeans, ,"A photo of a Jeans, on white background, high quality."
103646681,164186176,"Generate an image of a cream A-line mini skirt in lightweight woven fabric with a multicolor floral print, fitted waistband, subtle flare, and clean hem",Generate an image of a cream floral A-line mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
115174892,51055244,"An image of a white cotton A-line mini skirt with a high-waisted, slightly flared fit and a clean hemline",Generate an image of a white A-line mini skirt,Generate an image of a mini skirt, ,"A photo of a Skirt, on white background, high quality."
193466665,183815955,An image of navy high-waisted pleated tailored shorts in cotton twill with cuffed hems and a structured fit,Generate an image of navy tailored high-waist shorts,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
125836732,132563689,"An image of light wash denim overall shorts made from cotton denim, with a relaxed fit, adjustable shoulder straps, front bib pocket, side button closures, and cuffed hems",Generate an image of light wash relaxed denim overall shorts,Generate an image of overall shorts, ,"A photo of a Overall Shorts, on white background, high quality."
142883807,139946891,"An image of a black and white striped pleated midi A-line skirt crafted from lightweight cotton-blend fabric, featuring a high-waisted fit, flowing A-line silhouette, and crisp knife pleats",Generate an image of a black and white striped midi A-line pleated skirt,Generate an image of a pleated A-line skirt, ,"A photo of a Skirt, on white background, high quality."
195893912,192916043,"An image of light-wash  skinny denim jeans in stretch cotton denim with a form-fitting silhouette, five-pocket design, zip fly, and subtle fading",Generate an image of light-wash skinny jeans with a slim fit,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
217111048,208596397,"An image of a  white-to-orange ombre pleated midi skirt crafted from lightweight chiffon, featuring crisp knife pleats, a high-waisted fit, and a flowy A-line silhouette that falls to mid-calf","Generate an image of a pleated midi skirt with a high-waisted, flowy fit in a white-orange ombre",Generate an image of a pleated midi skirt, ,"A photo of a Skirt, on white background, high quality."
196153418,191778796,"Generate an image of a rose pink velvet pleated maxi skirt with a floor-length A-line fit, sharp knife pleats, and plush texture",Generate an image of a rose pink pleated maxi skirt with an A-line fit,Generate an image of a pleated maxi skirt, ,"A photo of a Skirt, on white background, high quality."
182977167,172544698,"An image of  high-waisted white skinny jeans made from stretch cotton denim, featuring a form-fitting silhouette, five-pocket styling, belt loops, and a zip fly with button closure",Generate an image of white high-waisted skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
145685962,139811892,"An image of black stretch-denim skinny jeans with a high waist, button-fly front, and classic five-pocket styling",Generate an image of black high-rise skinny jeans,Generate an image of skinny jeans, ,"A photo of a Jeans, on white background, high quality."
15413376,51398686,"An image of light-wash distressed cuffed denim shorts with a belt, crafted from cotton denim in a mid-rise relaxed fit","Generate an image of light-wash cuffed denim shorts, relaxed fit",Generate an image of denim shorts, ,"A photo of a Denim Shorts, on white background, high quality."
114722640,139537650,"An image of  black high-waisted tailored shorts made from structured woven fabric, featuring a fitted silhouette, subtle front pleats, and a concealed zip closure",Generate an image of black high-waisted tailored shorts with a slim fit,Generate an image of tailored shorts, ,"A photo of a Shorts, on white background, high quality."
200785116,207434377,"Generate an image of a royal-blue wrap mini skirt in lightweight woven fabric, slim fit, featuring an adjustable side buckle and clean straight hem",Generate an image of a royal-blue wrap mini skirt with a slim fit and side buckle,Generate an image of a wrap mini skirt, ,"A photo of a Skirt, on white background, high quality."
